<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.09.27	05:15:00	2669.72	2670.17	2668.92	2669.44	1098	0	10
2024.09.27	05:30:00	2669.42	2671.07	2668.38	2669.95	1939	0	10
2024.09.27	05:45:00	2669.92	2670.60	2668.75	2668.97	2082	0	10
2024.09.27	06:00:00	2668.95	2670.57	2668.65	2670.33	1560	0	10
2024.09.27	06:15:00	2670.28	2672.17	2668.97	2671.10	1887	0	10
2024.09.27	06:30:00	2671.09	2673.92	2671.09	2673.79	1440	0	10
2024.09.27	06:45:00	2673.79	2673.93	2672.63	2673.62	1077	0	10
2024.09.27	07:00:00	2673.61	2673.88	2670.79	2671.11	1075	0	10
2024.09.27	07:15:00	2671.11	2671.47	2669.90	2670.50	933	0	10
2024.09.27	07:30:00	2670.50	2671.10	2669.71	2670.52	776	0	10
2024.09.27	07:45:00	2670.56	2670.72	2669.37	2670.55	952	0	10
2024.09.27	08:00:00	2670.55	2671.40	2669.83	2669.97	1945	0	10
2024.09.27	08:15:00	2669.96	2670.02	2666.75	2666.83	1572	0	10
2024.09.27	08:30:00	2666.80	2666.80	2662.40	2662.84	2445	0	10
2024.09.27	08:45:00	2662.85	2665.04	2662.75	2664.78	2240	0	10
2024.09.27	09:00:00	2664.89	2667.25	2664.89	2666.82	1834	0	10
2024.09.27	09:15:00	2666.81	2669.46	2666.39	2667.92	2156	0	10
2024.09.27	09:30:00	2667.95	2669.20	2664.60	2664.60	2506	0	12
2024.09.27	09:45:00	2664.60	2666.60	2664.10	2665.80	2263	0	10
2024.09.27	10:00:00	2666.01	2668.31	2665.21	2666.39	1964	0	10
2024.09.27	10:15:00	2666.47	2667.82	2661.26	2662.45	2070	0	11
2024.09.27	10:30:00	2662.36	2665.72	2660.95	2665.47	2078	0	10
2024.09.27	10:45:00	2665.47	2667.63	2664.68	2664.75	1700	0	10
2024.09.27	11:00:00	2664.72	2665.45	2662.74	2664.03	1837	0	13
2024.09.27	11:15:00	2663.84	2664.60	2662.91	2662.94	1830	0	13
2024.09.27	11:30:00	2662.93	2664.01	2662.14	2662.14	1575	0	11
2024.09.27	11:45:00	2662.21	2663.89	2661.89	2662.58	1471	0	10
2024.09.27	12:00:00	2662.54	2663.39	2660.05	2660.70	1895	0	10
2024.09.27	12:15:00	2660.69	2661.13	2658.36	2660.16	1741	0	12
2024.09.27	12:30:00	2660.20	2663.36	2659.31	2663.14	1615	0	10
2024.09.27	12:45:00	2663.15	2664.93	2663.07	2663.74	1322	0	11
2024.09.27	13:00:00	2663.72	2664.77	2662.08	2663.93	1398	0	10
2024.09.27	13:15:00	2663.96	2665.59	2662.72	2663.81	1537	0	13
2024.09.27	13:30:00	2663.80	2665.09	2663.79	2664.08	1438	0	12
2024.09.27	13:45:00	2664.12	2665.16	2663.67	2664.40	1310	0	11
2024.09.27	14:00:00	2664.39	2667.32	2664.37	2666.57	1455	0	11
2024.09.27	14:15:00	2666.59	2668.28	2666.29	2667.18	1445	0	10
2024.09.27	14:30:00	2667.19	2668.61	2666.77	2668.47	1339	0	10
2024.09.27	14:45:00	2668.47	2669.20	2665.57	2666.13	1530	0	10
2024.09.27	15:00:00	2666.12	2666.38	2662.71	2663.45	1669	0	10
2024.09.27	15:15:00	2663.43	2666.27	2662.37	2665.20	1876	0	11
2024.09.27	15:30:00	2665.10	2672.49	2664.56	2671.77	2610	0	10
2024.09.27	15:45:00	2671.79	2674.23	2669.27	2670.12	2532	0	10
2024.09.27	16:00:00	2669.98	2670.84	2666.35	2669.36	2476	0	10
2024.09.27	16:15:00	2669.36	2670.82	2665.25	2666.11	2319	0	10
2024.09.27	16:30:00	2666.11	2670.71	2664.85	2666.12	2780	0	10
2024.09.27	16:45:00	2666.16	2667.62	2664.08	2665.38	2140	0	10
2024.09.27	17:00:00	2665.48	2666.80	2662.21	2662.56	2341	0	10
2024.09.27	17:15:00	2662.47	2663.62	2657.77	2661.44	2658	0	10
2024.09.27	17:30:00	2661.65	2663.20	2659.02	2659.51	2171	0	10
2024.09.27	17:45:00	2659.55	2660.98	2649.37	2649.43	2613	0	10
2024.09.27	18:00:00	2649.47	2651.94	2644.76	2648.18	2878	0	10
2024.09.27	18:15:00	2648.17	2654.64	2647.69	2653.85	2588	0	10
2024.09.27	18:30:00	2653.81	2654.54	2646.40	2647.49	2000	0	10
2024.09.27	18:45:00	2647.48	2651.06	2645.33	2649.86	1962	0	10
2024.09.27	19:00:00	2649.78	2651.28	2646.01	2651.03	2006	0	10
2024.09.27	19:15:00	2651.02	2654.43	2650.74	2652.91	1727	0	10
2024.09.27	19:30:00	2652.82	2656.34	2652.19	2652.84	1709	0	10
2024.09.27	19:45:00	2652.97	2654.08	2651.50	2651.80	1185	0	12
2024.09.27	20:00:00	2651.80	2652.35	2648.18	2648.77	1397	0	10
2024.09.27	20:15:00	2648.74	2648.76	2645.00	2645.98	1374	0	10
2024.09.27	20:30:00	2646.04	2647.46	2643.01	2645.26	1556	0	10
2024.09.27	20:45:00	2645.20	2647.03	2644.61	2645.08	1374	0	11
2024.09.27	21:00:00	2645.12	2647.07	2644.02	2647.00	969	0	10
2024.09.27	21:15:00	2646.96	2647.67	2644.24	2645.13	1245	0	10
2024.09.27	21:30:00	2645.10	2647.32	2643.45	2646.63	1186	0	11
2024.09.27	21:45:00	2646.63	2648.87	2646.56	2647.93	1092	0	10
2024.09.27	22:00:00	2647.95	2648.80	2645.62	2648.56	1014	0	10
2024.09.27	22:15:00	2648.56	2650.00	2647.95	2649.69	1066	0	10
2024.09.27	22:30:00	2649.69	2651.35	2649.28	2650.52	972	0	14
2024.09.27	22:45:00	2650.51	2652.86	2650.25	2652.03	1199	0	14
2024.09.27	23:00:00	2651.65	2652.01	2651.27	2651.53	283	0	6
2024.09.27	23:15:00	2651.52	2653.30	2651.34	2652.37	339	0	10
2024.09.27	23:30:00	2652.39	2653.96	2651.97	2653.34	281	0	13
2024.09.27	23:45:00	2653.33	2658.99	2653.26	2658.63	385	0	23
2024.09.30	01:00:00	2657.82	2663.21	2657.82	2660.14	1331	0	26
2024.09.30	01:15:00	2660.24	2662.06	2659.55	2661.76	576	0	10
2024.09.30	01:30:00	2661.77	2663.17	2660.92	2662.59	875	0	10
2024.09.30	01:45:00	2662.58	2663.57	2661.99	2662.78	867	0	10
2024.09.30	02:00:00	2662.72	2664.03	2661.57	2662.89	855	0	10
2024.09.30	02:15:00	2662.85	2664.70	2661.93	2664.29	731	0	10
2024.09.30	02:30:00	2664.29	2664.48	2662.93	2664.14	708	0	11
2024.09.30	02:45:00	2664.11	2665.15	2663.40	2663.45	1363	0	10
2024.09.30	03:00:00	2663.46	2666.09	2663.00	2664.42	1687	0	10
2024.09.30	03:15:00	2664.46	2665.24	2662.77	2663.42	1338	0	10
2024.09.30	03:30:00	2663.47	2664.35	2662.01	2663.08	1411	0	10
2024.09.30	03:45:00	2663.02	2663.61	2661.32	2661.66	1425	0	10
2024.09.30	04:00:00	2661.66	2664.39	2659.47	2660.24	2676	0	10
2024.09.30	04:15:00	2660.16	2661.51	2657.85	2659.17	2215	0	10
2024.09.30	04:30:00	2659.15	2659.87	2655.72	2655.72	1974	0	10
2024.09.30	04:45:00	2655.82	2655.82	2647.43	2652.73	2586	0	10
2024.09.30	05:00:00	2652.67	2654.13	2651.01	2651.01	2120	0	10
2024.09.30	05:15:00	2651.03	2654.42	2650.27	2653.37	1644	0	10
2024.09.30	05:30:00	2653.42	2656.36	2652.64	2653.87	2000	0	10
2024.09.30	05:45:00	2653.85	2654.05	2651.88	2652.57	1906	0	10
2024.09.30	06:00:00	2652.56	2654.50	2652.20	2654.45	1597	0	10
2024.09.30	06:15:00	2654.34	2655.58	2653.56	2654.92	1512	0	10
2024.09.30	06:30:00	2654.93	2655.02	2653.55	2653.88	849	0	10
2024.09.30	06:45:00	2653.89	2654.40	2652.48	2653.62	1074	0	10
2024.09.30	07:00:00	2653.62	2653.83	2652.13	2653.35	1274	0	10
2024.09.30	07:15:00	2653.35	2655.60	2653.35	2655.14	718	0	10
2024.09.30	07:30:00	2655.14	2655.42	2653.31	2655.11	1057	0	10
2024.09.30	07:45:00	2655.10	2655.94	2653.96	2655.89	861	0	10
2024.09.30	08:00:00	2655.91	2656.63	2654.71	2654.77	1254	0	10
2024.09.30	08:15:00	2654.77	2657.46	2654.44	2657.46	1348	0	10
2024.09.30	08:30:00	2657.50	2658.72	2656.37	2658.64	2296	0	10
2024.09.30	08:45:00	2658.65	2659.36	2657.59	2657.85	1582	0	10
2024.09.30	09:00:00	2657.90	2658.79	2655.71	2657.78	1715	0	10
2024.09.30	09:15:00	2657.75	2660.06	2655.55	2659.21	1992	0	10
2024.09.30	09:30:00	2659.22	2659.48	2655.70	2656.55	1662	0	11
2024.09.30	09:45:00	2656.53	2657.99	2656.30	2657.88	1393	0	10
2024.09.30	10:00:00	2657.88	2659.73	2657.15	2659.11	924	0	10
2024.09.30	10:15:00	2659.11	2660.58	2657.69	2659.13	1078	0	10
2024.09.30	10:30:00	2659.05	2659.06	2655.45	2656.44	1385	0	10
2024.09.30	10:45:00	2656.45	2656.45	2650.70	2650.93	1871	0	10
2024.09.30	11:00:00	2650.55	2654.25	2650.55	2653.32	1791	0	10
2024.09.30	11:15:00	2653.31	2655.84	2652.33	2655.35	1370	0	10
2024.09.30	11:30:00	2655.39	2656.57	2654.44	2654.46	1368	0	14
2024.09.30	11:45:00	2654.45	2654.49	2651.96	2653.49	1700	0	13
2024.09.30	12:00:00	2653.53	2653.65	2648.91	2649.16	1643	0	12
2024.09.30	12:15:00	2649.14	2651.47	2648.36	2650.41	1597	0	10
2024.09.30	12:30:00	2650.41	2651.63	2648.97	2650.86	1684	0	10
2024.09.30	12:45:00	2650.85	2650.93	2649.09	2649.71	1160	0	12
2024.09.30	13:00:00	2649.69	2650.08	2647.58	2648.77	1174	0	10
2024.09.30	13:15:00	2648.76	2648.91	2644.84	2645.02	1553	0	10
2024.09.30	13:30:00	2645.01	2645.23	2638.59	2639.45	2316	0	10
2024.09.30	13:45:00	2639.43	2641.49	2635.80	2636.91	2210	0	10
2024.09.30	14:00:00	2636.88	2638.97	2634.50	2638.28	2182	0	11
2024.09.30	14:15:00	2638.29	2639.58	2637.59	2638.40	1503	0	10
2024.09.30	14:30:00	2638.47	2642.61	2638.47	2641.48	1762	0	11
2024.09.30	14:45:00	2641.45	2642.84	2641.12	2641.52	1366	0	10
2024.09.30	15:00:00	2641.55	2644.15	2640.71	2643.55	1731	0	11
2024.09.30	15:15:00	2643.55	2643.62	2636.23	2637.75	2087	0	10
2024.09.30	15:30:00	2637.78	2639.27	2635.07	2635.43	1670	0	14
2024.09.30	15:45:00	2635.43	2639.20	2634.94	2639.03	1593	0	10
2024.09.30	16:00:00	2638.94	2642.09	2637.38	2638.99	1972	0	10
2024.09.30	16:15:00	2638.99	2641.32	2637.93	2640.79	1834	0	11
2024.09.30	16:30:00	2640.74	2641.19	2631.93	2631.98	2393	0	10
2024.09.30	16:45:00	2631.96	2638.36	2630.46	2635.80	2479	0	10
2024.09.30	17:00:00	2635.67	2635.68	2629.21	2630.62	2317	0	10
2024.09.30	17:15:00	2630.63	2634.35	2628.73	2632.05	2277	0	10
2024.09.30	17:30:00	2631.95	2634.66	2630.57	2633.68	2262	0	10
2024.09.30	17:45:00	2633.69	2636.21	2633.26	2633.28	2359	0	12
2024.09.30	18:00:00	2633.31	2634.40	2630.28	2634.01	2190	0	10
2024.09.30	18:15:00	2634.02	2636.42	2632.91	2632.91	2105	0	10
2024.09.30	18:30:00	2633.02	2634.00	2632.58	2633.13	1394	0	10
2024.09.30	18:45:00	2633.11	2635.45	2632.67	2633.85	1508	0	12
2024.09.30	19:00:00	2634.00	2635.93	2633.35	2635.74	1151	0	10
2024.09.30	19:15:00	2635.72	2638.03	2635.72	2636.84	1169	0	10
2024.09.30	19:30:00	2636.79	2638.39	2636.09	2637.86	1712	0	10
2024.09.30	19:45:00	2637.90	2639.42	2637.78	2639.14	1267	0	11
2024.09.30	20:00:00	2639.10	2641.80	2639.02	2640.28	1478	0	10
2024.09.30	20:15:00	2640.30	2640.67	2637.50	2637.59	1419	0	12
2024.09.30	20:30:00	2637.65	2638.92	2636.44	2638.56	1288	0	13
2024.09.30	20:45:00	2638.48	2640.08	2637.42	2637.88	1506	0	12
2024.09.30	21:00:00	2637.80	2638.33	2627.80	2629.26	1935	0	10
2024.09.30	21:15:00	2629.23	2630.28	2624.61	2626.87	2484	0	10
2024.09.30	21:30:00	2626.85	2631.21	2626.48	2631.10	1598	0	11
2024.09.30	21:45:00	2631.09	2633.15	2629.96	2631.38	1375	0	10
2024.09.30	22:00:00	2631.37	2631.46	2627.78	2628.59	1460	0	11
2024.09.30	22:15:00	2628.54	2628.85	2627.08	2627.41	1034	0	10
2024.09.30	22:30:00	2627.42	2630.23	2626.47	2629.92	1021	0	12
2024.09.30	22:45:00	2629.95	2631.69	2629.87	2630.96	1359	0	13
2024.09.30	23:00:00	2630.94	2632.56	2630.75	2631.47	652	0	10
2024.09.30	23:15:00	2631.47	2633.02	2631.37	2632.90	412	0	15
2024.09.30	23:30:00	2632.89	2633.99	2632.53	2633.82	324	0	10
2024.09.30	23:45:00	2633.82	2635.11	2633.40	2634.42	376	0	17
2024.10.01	01:00:00	2633.88	2633.96	2632.46	2633.57	355	0	15
2024.10.01	01:15:00	2633.55	2634.24	2633.36	2634.21	251	0	11
2024.10.01	01:30:00	2634.23	2634.97	2634.05	2634.63	323	0	10
2024.10.01	01:45:00	2634.62	2635.06	2634.38	2635.06	303	0	10
2024.10.01	02:00:00	2635.05	2635.95	2634.93	2635.71	422	0	10
2024.10.01	02:15:00	2635.73	2635.74	2634.67	2635.24	476	0	10
2024.10.01	02:30:00	2635.21	2636.25	2635.02	2635.82	438	0	10
2024.10.01	02:45:00	2635.84	2636.07	2634.81	2635.66	519	0	10
2024.10.01	03:00:00	2635.68	2636.65	2635.38	2636.46	899	0	10
2024.10.01	03:15:00	2636.46	2636.51	2635.26	2636.40	855	0	10
2024.10.01	03:30:00	2636.40	2636.78	2633.94	2635.27	865	0	10
2024.10.01	03:45:00	2635.26	2637.18	2635.26	2636.47	982	0	10
2024.10.01	04:00:00	2636.47	2637.22	2635.52	2636.58	1207	0	10
2024.10.01	04:15:00	2636.58	2637.94	2636.35	2637.64	880	0	10
2024.10.01	04:30:00	2637.63	2638.89	2637.49	2638.32	1280	0	10
2024.10.01	04:45:00	2638.34	2639.82	2638.24	2639.82	1138	0	10
2024.10.01	05:00:00	2639.81	2640.01	2638.10	2638.25	1247	0	10
2024.10.01	05:15:00	2638.24	2639.15	2636.37	2637.29	985	0	10
2024.10.01	05:30:00	2637.30	2637.95	2635.09	2637.94	1231	0	10
2024.10.01	05:45:00	2637.94	2639.33	2636.41	2636.51	1208	0	12
2024.10.01	06:00:00	2636.50	2636.85	2635.27	2635.48	986	0	10
2024.10.01	06:15:00	2635.47	2636.46	2635.27	2636.20	1131	0	10
2024.10.01	06:30:00	2636.15	2636.88	2634.55	2636.88	1020	0	10
2024.10.01	06:45:00	2636.87	2638.72	2636.32	2638.02	1233	0	10
2024.10.01	07:00:00	2638.03	2639.04	2637.49	2638.44	1164	0	10
2024.10.01	07:15:00	2638.44	2638.95	2638.14	2638.46	627	0	10
2024.10.01	07:30:00	2638.47	2640.49	2638.35	2640.07	926	0	10
2024.10.01	07:45:00	2640.06	2640.16	2638.65	2639.50	809	0	10
2024.10.01	08:00:00	2639.52	2642.60	2639.52	2642.46	1138	0	10
2024.10.01	08:15:00	2642.40	2643.32	2641.96	2642.84	1062	0	10
2024.10.01	08:30:00	2642.86	2643.90	2642.30	2643.77	1223	0	10
2024.10.01	08:45:00	2643.77	2644.34	2642.11	2643.17	1479	0	10
2024.10.01	09:00:00	2643.16	2644.66	2642.59	2643.73	1488	0	10
2024.10.01	09:15:00	2643.72	2645.55	2642.71	2644.65	1286	0	11
2024.10.01	09:30:00	2644.61	2645.48	2643.91	2644.37	1200	0	10
2024.10.01	09:45:00	2644.43	2645.48	2644.17	2645.36	1600	0	13
2024.10.01	10:00:00	2645.54	2646.03	2642.95	2643.24	2047	0	12
2024.10.01	10:15:00	2643.17	2643.70	2641.93	2642.65	1790	0	12
2024.10.01	10:30:00	2642.63	2644.37	2641.65	2643.99	1611	0	10
2024.10.01	10:45:00	2644.09	2647.43	2643.65	2645.54	2005	0	11
2024.10.01	11:00:00	2645.55	2646.78	2644.15	2644.41	1705	0	10
2024.10.01	11:15:00	2644.40	2644.98	2642.43	2644.56	1629	0	13
2024.10.01	11:30:00	2644.58	2645.31	2643.97	2644.67	1567	0	10
2024.10.01	11:45:00	2644.68	2646.59	2644.07	2646.56	1343	0	11
2024.10.01	12:00:00	2646.56	2647.60	2645.36	2646.95	1422	0	11
2024.10.01	12:15:00	2646.95	2648.42	2646.53	2647.00	1403	0	10
2024.10.01	12:30:00	2647.01	2648.98	2646.61	2646.87	1507	0	10
2024.10.01	12:45:00	2646.86	2649.30	2646.09	2648.71	1790	0	10
2024.10.01	13:00:00	2648.71	2650.11	2648.46	2649.57	1331	0	12
2024.10.01	13:15:00	2649.61	2650.55	2648.95	2649.06	1236	0	13
2024.10.01	13:30:00	2649.07	2649.64	2648.31	2648.99	1393	0	14
2024.10.01	13:45:00	2648.98	2650.39	2648.73	2650.39	1683	0	10
2024.10.01	14:00:00	2650.40	2651.76	2649.40	2651.41	1426	0	12
2024.10.01	14:15:00	2651.42	2651.75	2647.85	2648.21	1490	0	11
2024.10.01	14:30:00	2648.21	2649.04	2646.93	2648.53	1606	0	10
2024.10.01	14:45:00	2648.53	2652.04	2648.22	2650.30	1447	0	10
2024.10.01	15:00:00	2650.29	2655.22	2650.23	2654.36	1866	0	10
2024.10.01	15:15:00	2654.44	2656.70	2653.62	2655.89	2173	0	10
2024.10.01	15:30:00	2655.92	2655.92	2653.22	2653.83	1859	0	10
2024.10.01	15:45:00	2653.80	2655.14	2650.74	2651.54	2072	0	10
2024.10.01	16:00:00	2651.55	2652.04	2648.04	2650.11	2186	0	10
2024.10.01	16:15:00	2650.08	2654.07	2649.57	2653.94	1991	0	10
2024.10.01	16:30:00	2653.98	2668.05	2652.51	2661.20	3166	0	10
2024.10.01	16:45:00	2661.60	2671.77	2661.22	2668.12	2985	0	10
2024.10.01	17:00:00	2667.90	2669.78	2661.50	2665.92	3137	0	10
2024.10.01	17:15:00	2665.84	2666.07	2657.39	2665.24	2888	0	10
2024.10.01	17:30:00	2665.28	2666.12	2660.70	2662.92	2627	0	10
2024.10.01	17:45:00	2662.90	2664.36	2658.41	2659.26	2481	0	10
2024.10.01	18:00:00	2659.17	2660.91	2653.99	2660.40	2788	0	10
2024.10.01	18:15:00	2660.37	2665.48	2660.09	2665.01	2328	0	12
2024.10.01	18:30:00	2665.02	2665.34	2659.19	2660.09	1968	0	10
2024.10.01	18:45:00	2660.18	2663.47	2659.71	2663.37	1666	0	10
2024.10.01	19:00:00	2663.36	2665.20	2661.26	2664.68	1317	0	10
2024.10.01	19:15:00	2664.58	2667.61	2662.39	2664.95	1483	0	10
2024.10.01	19:30:00	2664.98	2671.40	2663.96	2669.61	2147	0	10
2024.10.01	19:45:00	2669.64	2673.14	2665.90	2666.38	2190	0	10
2024.10.01	20:00:00	2666.37	2671.18	2664.30	2671.18	1977	0	10
2024.10.01	20:15:00	2671.18	2671.79	2666.04	2668.36	1935	0	10
2024.10.01	20:30:00	2668.32	2668.95	2661.01	2665.33	2079	0	10
2024.10.01	20:45:00	2665.30	2665.63	2661.49	2662.48	1583	0	10
2024.10.01	21:00:00	2662.51	2663.85	2657.59	2659.11	1585	0	10
2024.10.01	21:15:00	2659.09	2661.81	2657.82	2661.79	1338	0	10
2024.10.01	21:30:00	2661.86	2664.91	2661.86	2663.37	1224	0	10
2024.10.01	21:45:00	2663.37	2663.54	2660.27	2661.09	1099	0	11
2024.10.01	22:00:00	2661.00	2663.11	2660.95	2662.05	996	0	12
2024.10.01	22:15:00	2662.06	2664.29	2661.19	2663.53	906	0	10
2024.10.01	22:30:00	2663.55	2663.57	2660.15	2660.38	1043	0	15
2024.10.01	22:45:00	2660.43	2661.57	2658.19	2658.71	1059	0	12
2024.10.01	23:00:00	2658.71	2658.95	2657.88	2658.62	504	0	14
2024.10.01	23:15:00	2658.61	2660.17	2658.44	2659.70	361	0	12
2024.10.01	23:30:00	2659.67	2661.38	2659.52	2661.14	378	0	13
2024.10.01	23:45:00	2661.14	2663.63	2661.05	2663.34	421	0	19
2024.10.02	01:00:00	2662.60	2662.60	2661.03	2662.36	406	0	10
2024.10.02	01:15:00	2662.36	2662.60	2661.44	2662.34	258	0	10
2024.10.02	01:30:00	2662.36	2662.84	2662.21	2662.69	255	0	10
2024.10.02	01:45:00	2662.71	2662.77	2661.59	2662.11	238	0	10
2024.10.02	02:00:00	2662.11	2662.27	2661.62	2661.95	379	0	10
2024.10.02	02:15:00	2661.91	2661.91	2660.17	2661.06	527	0	10
2024.10.02	02:30:00	2661.05	2661.45	2660.69	2660.76	447	0	10
2024.10.02	02:45:00	2660.75	2661.17	2660.36	2660.37	518	0	10
2024.10.02	03:00:00	2660.38	2660.64	2658.04	2658.11	1658	0	10
2024.10.02	03:15:00	2658.12	2660.05	2658.11	2659.94	1218	0	10
2024.10.02	03:30:00	2659.94	2660.01	2657.86	2658.18	1290	0	10
2024.10.02	03:45:00	2658.17	2658.60	2657.00	2657.45	1300	0	10
2024.10.02	04:00:00	2657.45	2658.81	2657.36	2657.39	1132	0	10
2024.10.02	04:15:00	2657.39	2659.92	2656.34	2659.32	1651	0	10
2024.10.02	04:30:00	2659.20	2660.01	2658.82	2659.74	1410	0	10
2024.10.02	04:45:00	2659.75	2661.96	2659.66	2660.67	1704	0	10
2024.10.02	05:00:00	2660.64	2661.16	2659.71	2660.45	1324	0	10
2024.10.02	05:15:00	2660.39	2660.86	2659.71	2660.27	1201	0	10
2024.10.02	05:30:00	2660.27	2660.27	2658.88	2659.01	1214	0	10
2024.10.02	05:45:00	2658.99	2660.75	2658.75	2660.12	1192	0	10
2024.10.02	06:00:00	2660.11	2660.61	2659.25	2660.36	1222	0	10
2024.10.02	06:15:00	2660.37	2661.64	2658.20	2658.91	1370	0	10
2024.10.02	06:30:00	2658.92	2659.76	2656.27	2656.32	1407	0	10
2024.10.02	06:45:00	2656.37	2657.13	2655.11	2655.44	1666	0	10
2024.10.02	07:00:00	2655.38	2656.57	2655.26	2655.89	967	0	10
2024.10.02	07:15:00	2655.89	2655.90	2652.69	2655.32	1275	0	10
2024.10.02	07:30:00	2655.31	2655.48	2653.52	2654.78	1230	0	10
2024.10.02	07:45:00	2654.78	2654.95	2653.72	2654.11	1510	0	10
2024.10.02	08:00:00	2654.09	2655.30	2653.80	2654.89	1433	0	10
2024.10.02	08:15:00	2654.86	2656.23	2647.32	2649.47	1519	0	10
2024.10.02	08:30:00	2649.45	2650.24	2645.70	2646.84	2012	0	10
2024.10.02	08:45:00	2646.83	2649.06	2644.55	2647.99	1977	0	10
2024.10.02	09:00:00	2647.98	2649.03	2647.23	2648.38	1459	0	10
2024.10.02	09:15:00	2648.32	2649.31	2647.21	2648.28	1572	0	11
2024.10.02	09:30:00	2648.35	2649.84	2647.85	2649.38	1360	0	10
2024.10.02	09:45:00	2649.41	2650.82	2648.22	2649.70	1742	0	11
2024.10.02	10:00:00	2649.59	2654.31	2649.45	2653.08	1886	0	10
2024.10.02	10:15:00	2653.10	2653.66	2652.02	2652.86	1715	0	12
2024.10.02	10:30:00	2652.87	2655.20	2652.60	2654.30	1959	0	11
2024.10.02	10:45:00	2654.29	2655.50	2653.51	2655.44	1700	0	10
2024.10.02	11:00:00	2655.45	2655.86	2648.70	2648.78	1947	0	12
2024.10.02	11:15:00	2648.79	2652.40	2648.56	2651.85	1681	0	10
2024.10.02	11:30:00	2651.85	2654.43	2651.51	2652.63	1655	0	12
2024.10.02	11:45:00	2652.62	2652.67	2649.92	2652.40	1290	0	13
2024.10.02	12:00:00	2652.38	2654.15	2651.65	2653.91	1361	0	12
2024.10.02	12:15:00	2653.89	2655.20	2653.28	2654.00	1567	0	11
2024.10.02	12:30:00	2654.01	2655.54	2651.89	2652.49	1625	0	12
2024.10.02	12:45:00	2652.51	2653.48	2651.87	2652.90	1124	0	13
2024.10.02	13:00:00	2652.93	2654.27	2652.60	2654.27	1087	0	14
2024.10.02	13:15:00	2654.30	2654.34	2651.42	2653.21	1314	0	10
2024.10.02	13:30:00	2653.22	2653.84	2650.30	2651.47	1589	0	13
2024.10.02	13:45:00	2651.48	2651.77	2648.80	2649.01	1282	0	13
2024.10.02	14:00:00	2649.09	2650.46	2647.98	2649.80	1583	0	12
2024.10.02	14:15:00	2649.73	2652.59	2649.42	2651.54	1615	0	10
2024.10.02	14:30:00	2651.47	2652.05	2650.13	2650.76	1473	0	10
2024.10.02	14:45:00	2650.75	2651.43	2649.18	2649.48	1521	0	10
2024.10.02	15:00:00	2649.50	2651.19	2648.83	2650.40	1436	0	10
2024.10.02	15:15:00	2650.50	2650.87	2643.73	2645.55	2515	0	10
2024.10.02	15:30:00	2645.52	2652.96	2645.11	2649.46	2128	0	10
2024.10.02	15:45:00	2649.47	2651.55	2647.90	2649.59	1886	0	10
2024.10.02	16:00:00	2649.58	2654.25	2649.20	2650.80	2081	0	10
2024.10.02	16:15:00	2651.01	2658.13	2650.90	2657.89	2072	0	10
2024.10.02	16:30:00	2657.88	2659.65	2653.51	2654.82	2744	0	10
2024.10.02	16:45:00	2654.78	2660.83	2654.52	2659.45	2606	0	10
2024.10.02	17:00:00	2659.52	2663.32	2657.80	2660.04	2412	0	10
2024.10.02	17:15:00	2660.04	2660.06	2653.36	2654.33	2674	0	11
2024.10.02	17:30:00	2654.38	2656.53	2653.27	2656.10	2623	0	10
2024.10.02	17:45:00	2656.09	2656.24	2647.39	2648.09	2501	0	10
2024.10.02	18:00:00	2648.11	2648.44	2641.63	2641.68	2684	0	10
2024.10.02	18:15:00	2641.59	2647.49	2641.08	2647.06	2188	0	10
2024.10.02	18:30:00	2647.07	2650.54	2646.71	2649.89	1737	0	10
2024.10.02	18:45:00	2649.93	2650.71	2648.87	2649.92	1344	0	12
2024.10.02	19:00:00	2649.93	2652.30	2648.11	2649.22	1331	0	10
2024.10.02	19:15:00	2649.19	2651.92	2648.93	2649.46	1149	0	13
2024.10.02	19:30:00	2649.45	2649.84	2648.22	2649.55	1209	0	10
2024.10.02	19:45:00	2649.41	2651.82	2649.28	2649.73	1152	0	13
2024.10.02	20:00:00	2649.70	2649.85	2648.14	2648.56	1038	0	13
2024.10.02	20:15:00	2648.58	2649.46	2647.16	2648.21	1193	0	14
2024.10.02	20:30:00	2648.23	2650.43	2648.13	2650.04	887	0	13
2024.10.02	20:45:00	2650.03	2652.75	2649.78	2652.15	889	0	10
2024.10.02	21:00:00	2652.16	2653.35	2651.10	2652.09	1239	0	14
2024.10.02	21:15:00	2652.11	2653.39	2651.96	2652.99	929	0	12
2024.10.02	21:30:00	2652.86	2654.55	2652.43	2654.55	823	0	13
2024.10.02	21:45:00	2654.53	2655.95	2653.88	2654.12	1136	0	15
2024.10.02	22:00:00	2654.10	2656.83	2653.72	2656.65	1119	0	10
2024.10.02	22:15:00	2656.66	2658.00	2656.43	2657.88	992	0	14
2024.10.02	22:30:00	2657.86	2658.47	2656.54	2658.17	661	0	10
2024.10.02	22:45:00	2658.18	2658.94	2657.32	2658.64	874	0	14
2024.10.02	23:00:00	2658.65	2659.44	2658.26	2659.11	678	0	10
2024.10.02	23:15:00	2659.12	2659.52	2658.65	2659.08	312	0	10
2024.10.02	23:30:00	2659.08	2659.90	2659.01	2659.28	488	0	14
