<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.04.30	01:30:00	3318.09	3318.92	3316.16	3316.71	758	0	11
2025.04.30	01:45:00	3316.73	3320.53	3316.00	3319.02	678	0	11
2025.04.30	02:00:00	3319.00	3319.35	3312.29	3313.40	762	0	11
2025.04.30	02:15:00	3313.36	3317.83	3311.05	3316.32	695	0	11
2025.04.30	02:30:00	3316.30	3317.54	3312.75	3315.50	768	0	11
2025.04.30	02:45:00	3315.52	3317.34	3314.73	3317.10	568	0	11
2025.04.30	03:00:00	3317.13	3328.05	3316.36	3324.09	1460	0	11
2025.04.30	03:15:00	3324.24	3324.37	3318.55	3319.38	1180	0	11
2025.04.30	03:30:00	3319.41	3320.02	3313.94	3314.27	1244	0	11
2025.04.30	03:45:00	3314.28	3315.22	3311.52	3313.13	1363	0	11
2025.04.30	04:00:00	3313.12	3316.33	3308.46	3315.80	1748	0	11
2025.04.30	04:15:00	3315.79	3322.71	3314.24	3318.97	1700	0	11
2025.04.30	04:30:00	3318.87	3322.22	3316.32	3317.34	1471	0	11
2025.04.30	04:45:00	3317.34	3318.83	3307.85	3308.25	1615	0	11
2025.04.30	05:00:00	3308.20	3312.72	3306.04	3312.20	1666	0	11
2025.04.30	05:15:00	3312.22	3313.18	3310.23	3311.90	1111	0	11
2025.04.30	05:30:00	3311.89	3312.27	3307.19	3308.89	1410	0	11
2025.04.30	05:45:00	3308.91	3311.64	3305.11	3306.73	1331	0	11
2025.04.30	06:00:00	3306.76	3310.44	3304.78	3310.27	1386	0	11
2025.04.30	06:15:00	3310.25	3311.24	3307.76	3308.82	1231	0	11
2025.04.30	06:30:00	3308.86	3309.08	3303.78	3307.08	1199	0	11
2025.04.30	06:45:00	3307.12	3308.87	3304.49	3304.77	1074	0	11
2025.04.30	07:00:00	3304.82	3306.12	3302.53	3305.69	1149	0	11
2025.04.30	07:15:00	3305.66	3306.33	3301.41	3302.80	1107	0	11
2025.04.30	07:30:00	3302.80	3306.35	3301.38	3305.88	1208	0	11
2025.04.30	07:45:00	3305.93	3308.99	3305.81	3308.07	1080	0	11
2025.04.30	08:00:00	3308.10	3313.16	3307.74	3312.29	1307	0	11
2025.04.30	08:15:00	3312.30	3314.28	3310.18	3313.92	1378	0	11
2025.04.30	08:30:00	3313.94	3314.70	3308.49	3309.11	1564	0	11
2025.04.30	08:45:00	3309.09	3310.43	3307.76	3309.62	1384	0	11
2025.04.30	09:00:00	3309.64	3311.26	3305.96	3308.33	1367	0	11
2025.04.30	09:15:00	3308.34	3310.02	3305.52	3305.61	1580	0	11
2025.04.30	09:30:00	3305.61	3309.50	3305.00	3309.06	1325	0	11
2025.04.30	09:45:00	3309.01	3309.57	3305.24	3305.94	1200	0	11
2025.04.30	10:00:00	3305.87	3308.38	3303.18	3308.32	1329	0	11
2025.04.30	10:15:00	3308.34	3312.39	3307.52	3310.89	1258	0	15
2025.04.30	10:30:00	3310.96	3314.62	3308.96	3314.19	1428	0	15
2025.04.30	10:45:00	3314.20	3314.20	3307.19	3307.20	1162	0	15
2025.04.30	11:00:00	3307.18	3307.72	3285.15	3285.15	1959	0	15
2025.04.30	11:15:00	3285.18	3290.59	3280.35	3285.74	1934	0	15
2025.04.30	11:30:00	3285.55	3289.02	3283.12	3285.99	1592	0	15
2025.04.30	11:45:00	3286.01	3287.73	3283.03	3284.51	1415	0	15
2025.04.30	12:00:00	3284.55	3286.70	3280.84	3284.85	1516	0	15
2025.04.30	12:15:00	3284.84	3284.94	3278.35	3283.13	1515	0	15
2025.04.30	12:30:00	3282.96	3286.92	3282.75	3284.57	1562	0	15
2025.04.30	12:45:00	3284.59	3284.61	3275.12	3276.04	1852	0	15
2025.04.30	13:00:00	3275.94	3276.84	3272.21	3273.94	1769	0	15
2025.04.30	13:15:00	3273.93	3279.17	3271.94	3277.55	1518	0	15
2025.04.30	13:30:00	3277.52	3280.79	3275.17	3276.75	1467	0	15
2025.04.30	13:45:00	3276.68	3278.04	3272.49	3272.60	1379	0	15
2025.04.30	14:00:00	3272.55	3278.26	3268.32	3276.02	1826	0	15
2025.04.30	14:15:00	3276.03	3281.57	3274.53	3280.47	1562	0	15
2025.04.30	14:30:00	3280.44	3281.50	3279.21	3279.55	1284	0	15
2025.04.30	14:45:00	3279.50	3280.01	3269.50	3271.87	1659	0	15
2025.04.30	15:00:00	3272.32	3277.81	3267.18	3275.71	1771	0	10
2025.04.30	15:15:00	3274.96	3292.20	3274.96	3289.68	2174	0	10
2025.04.30	15:30:00	3289.70	3295.56	3283.66	3295.29	2151	0	10
2025.04.30	15:45:00	3295.38	3304.72	3294.00	3298.65	2392	0	15
2025.04.30	16:00:00	3298.69	3308.65	3296.22	3308.42	2055	0	15
2025.04.30	16:15:00	3308.10	3309.69	3300.49	3304.45	1912	0	15
2025.04.30	16:30:00	3304.47	3319.74	3304.01	3318.47	2245	0	15
2025.04.30	16:45:00	3318.54	3318.97	3305.04	3309.10	2128	0	15
2025.04.30	17:00:00	3309.04	3310.48	3298.68	3308.13	2182	0	15
2025.04.30	17:15:00	3308.14	3313.70	3304.72	3304.83	2001	0	15
2025.04.30	17:30:00	3304.79	3305.24	3292.93	3294.50	2204	0	15
2025.04.30	17:45:00	3294.38	3312.95	3293.09	3309.98	2139	0	15
2025.04.30	18:00:00	3309.86	3314.63	3303.31	3308.14	2093	0	15
2025.04.30	18:15:00	3307.84	3311.34	3305.71	3306.40	1948	0	15
2025.04.30	18:30:00	3306.45	3310.20	3301.59	3302.28	1767	0	15
2025.04.30	18:45:00	3302.09	3308.89	3299.08	3308.13	1799	0	15
2025.04.30	19:00:00	3308.03	3312.21	3307.13	3309.78	1605	0	15
2025.04.30	19:15:00	3309.80	3313.01	3307.81	3308.83	1417	0	15
2025.04.30	19:30:00	3308.79	3314.22	3307.67	3312.39	1490	0	15
2025.04.30	19:45:00	3312.49	3313.09	3309.72	3310.73	1296	0	15
2025.04.30	20:00:00	3310.70	3313.53	3305.79	3306.95	1420	0	15
2025.04.30	20:15:00	3306.86	3309.57	3305.01	3308.84	1562	0	15
2025.04.30	20:30:00	3308.90	3311.13	3306.90	3309.71	1271	0	15
2025.04.30	20:45:00	3309.70	3310.78	3305.05	3305.30	1219	0	15
2025.04.30	21:00:00	3305.25	3307.47	3302.54	3307.06	1610	0	15
2025.04.30	21:15:00	3307.04	3307.75	3300.82	3301.37	1350	0	15
2025.04.30	21:30:00	3301.74	3303.71	3300.44	3302.00	1365	0	15
2025.04.30	21:45:00	3302.01	3303.43	3300.56	3301.81	1185	0	11
2025.04.30	22:00:00	3301.81	3305.77	3301.81	3304.98	1184	0	11
2025.04.30	22:15:00	3304.98	3305.22	3298.05	3299.31	1198	0	11
2025.04.30	22:30:00	3299.31	3301.03	3292.97	3293.14	1491	0	11
2025.04.30	22:45:00	3293.15	3296.19	3292.17	3295.60	1591	0	11
2025.04.30	23:00:00	3295.73	3297.97	3291.95	3294.45	1030	0	11
2025.04.30	23:15:00	3294.46	3294.97	3289.40	3290.76	813	0	11
2025.04.30	23:30:00	3290.73	3290.84	3283.16	3289.84	1192	0	10
2025.04.30	23:45:00	3289.85	3291.08	3286.96	3288.26	846	0	10
2025.05.01	01:00:00	3288.04	3290.21	3274.31	3276.47	1031	0	11
2025.05.01	01:15:00	3276.53	3279.51	3272.26	3275.98	1404	0	11
2025.05.01	01:30:00	3275.96	3280.86	3271.44	3276.00	1401	0	11
2025.05.01	01:45:00	3276.00	3279.99	3273.64	3274.00	1053	0	11
2025.05.01	02:00:00	3274.01	3285.38	3273.45	3280.64	1159	0	11
2025.05.01	02:15:00	3280.62	3280.65	3274.24	3278.37	977	0	11
2025.05.01	02:30:00	3278.25	3278.25	3269.79	3274.54	1102	0	11
2025.05.01	02:45:00	3274.56	3276.75	3271.94	3272.82	926	0	11
2025.05.01	03:00:00	3272.84	3276.22	3269.63	3275.35	1379	0	11
2025.05.01	03:15:00	3275.26	3276.31	3254.50	3258.79	1916	0	11
2025.05.01	03:30:00	3258.97	3259.09	3245.38	3248.01	1978	0	11
2025.05.01	03:45:00	3248.04	3252.78	3241.31	3246.62	1632	0	11
2025.05.01	04:00:00	3246.59	3248.77	3235.75	3243.85	1551	0	11
2025.05.01	04:15:00	3243.86	3249.70	3239.36	3248.66	1276	0	11
2025.05.01	04:30:00	3249.12	3251.34	3243.85	3244.28	1328	0	11
2025.05.01	04:45:00	3244.25	3245.27	3234.46	3238.93	1712	0	11
2025.05.01	05:00:00	3238.93	3242.72	3235.23	3240.45	1138	0	11
2025.05.01	05:15:00	3240.48	3251.34	3240.37	3246.49	1426	0	11
2025.05.01	05:30:00	3246.47	3248.42	3242.89	3244.25	1045	0	11
2025.05.01	05:45:00	3244.20	3245.35	3239.78	3241.66	1314	0	11
2025.05.01	06:00:00	3241.61	3242.56	3231.07	3232.07	1392	0	11
2025.05.01	06:15:00	3232.15	3238.01	3231.13	3233.35	1348	0	11
2025.05.01	06:30:00	3233.34	3237.23	3229.63	3235.16	1351	0	11
2025.05.01	06:45:00	3235.17	3237.09	3229.06	3229.48	1369	0	11
2025.05.01	07:00:00	3229.50	3231.36	3225.36	3228.53	1357	0	11
2025.05.01	07:15:00	3228.49	3228.49	3223.72	3226.39	1152	0	11
2025.05.01	07:30:00	3226.36	3227.07	3221.26	3226.84	1315	0	11
2025.05.01	07:45:00	3226.90	3232.05	3225.85	3226.77	1337	0	11
2025.05.01	08:00:00	3226.75	3229.93	3223.50	3229.42	1298	0	11
2025.05.01	08:15:00	3229.41	3233.12	3227.52	3230.76	1431	0	11
2025.05.01	08:30:00	3230.66	3236.57	3228.75	3233.73	1569	0	11
2025.05.01	08:45:00	3233.68	3238.82	3233.35	3236.71	1295	0	11
2025.05.01	09:00:00	3236.72	3243.22	3236.13	3238.13	1672	0	11
2025.05.01	09:15:00	3238.12	3240.18	3233.84	3235.92	1617	0	11
2025.05.01	09:30:00	3235.94	3240.45	3235.43	3237.43	1322	0	11
2025.05.01	09:45:00	3237.42	3237.82	3234.70	3235.70	1393	0	11
2025.05.01	10:00:00	3235.67	3236.86	3228.20	3231.27	1537	0	11
2025.05.01	10:15:00	3231.23	3232.41	3226.18	3230.62	1353	0	15
2025.05.01	10:30:00	3230.60	3235.35	3229.67	3234.74	1387	0	15
2025.05.01	10:45:00	3234.75	3234.81	3228.53	3230.18	1294	0	15
2025.05.01	11:00:00	3230.15	3235.39	3230.01	3232.86	1373	0	15
2025.05.01	11:15:00	3232.85	3236.64	3232.64	3234.50	1267	0	15
2025.05.01	11:30:00	3234.51	3234.96	3231.99	3232.36	1145	0	15
2025.05.01	11:45:00	3232.37	3235.33	3232.37	3235.20	1137	0	15
2025.05.01	12:00:00	3235.26	3236.18	3228.21	3230.32	1764	0	15
2025.05.01	12:15:00	3230.26	3230.41	3225.49	3225.83	1165	0	15
2025.05.01	12:30:00	3225.77	3226.60	3219.83	3223.13	1421	0	15
2025.05.01	12:45:00	3223.11	3224.31	3215.77	3218.59	1428	0	15
2025.05.01	13:00:00	3218.62	3220.61	3214.58	3215.07	1456	0	15
2025.05.01	13:15:00	3215.12	3219.32	3213.65	3218.40	1505	0	15
2025.05.01	13:30:00	3218.41	3225.35	3217.95	3224.10	1477	0	15
2025.05.01	13:45:00	3224.12	3224.37	3221.70	3222.86	1407	0	15
2025.05.01	14:00:00	3222.96	3226.85	3222.20	3223.62	1388	0	15
2025.05.01	14:15:00	3223.61	3227.05	3222.87	3223.21	1326	0	15
2025.05.01	14:30:00	3223.19	3225.25	3214.32	3214.36	1688	0	15
2025.05.01	14:45:00	3214.35	3214.93	3203.42	3205.48	2063	0	15
2025.05.01	15:00:00	3205.44	3210.02	3202.01	3206.86	1979	0	15
2025.05.01	15:15:00	3206.78	3220.03	3203.79	3219.22	2163	0	10
2025.05.01	15:30:00	3219.19	3228.39	3218.50	3226.54	2134	0	10
2025.05.01	15:45:00	3226.55	3232.63	3223.96	3226.83	1982	0	15
2025.05.01	16:00:00	3226.68	3229.99	3221.19	3229.11	1902	0	15
2025.05.01	16:15:00	3229.09	3230.28	3221.10	3227.12	1777	0	15
2025.05.01	16:30:00	3227.16	3233.24	3220.47	3227.86	2188	0	15
2025.05.01	16:45:00	3227.71	3227.71	3218.83	3224.76	1910	0	10
2025.05.01	17:00:00	3224.94	3228.26	3214.60	3224.57	2383	0	10
2025.05.01	17:15:00	3224.71	3224.71	3214.34	3222.86	2200	0	15
2025.05.01	17:30:00	3222.83	3231.17	3220.88	3230.12	2044	0	15
2025.05.01	17:45:00	3230.11	3231.51	3218.50	3219.12	1766	0	15
2025.05.01	18:00:00	3219.24	3221.88	3217.51	3218.01	1724	0	15
2025.05.01	18:15:00	3218.00	3218.20	3213.67	3215.39	1641	0	15
2025.05.01	18:30:00	3215.44	3215.72	3206.02	3206.96	1736	0	15
2025.05.01	18:45:00	3206.98	3218.08	3205.06	3216.47	1656	0	15
2025.05.01	19:00:00	3216.48	3217.33	3208.99	3210.13	1668	0	15
2025.05.01	19:15:00	3210.18	3214.74	3209.52	3209.67	1537	0	15
2025.05.01	19:30:00	3209.68	3216.39	3209.68	3213.79	1515	0	15
2025.05.01	19:45:00	3213.80	3220.50	3213.80	3219.49	1395	0	15
2025.05.01	20:00:00	3219.51	3220.49	3216.34	3219.25	1390	0	15
2025.05.01	20:15:00	3219.26	3220.69	3213.99	3215.94	1561	0	15
2025.05.01	20:30:00	3216.00	3216.36	3209.99	3211.46	1391	0	15
2025.05.01	20:45:00	3211.38	3215.97	3210.30	3214.72	1313	0	15
2025.05.01	21:00:00	3214.54	3217.93	3212.90	3217.45	1207	0	15
2025.05.01	21:15:00	3217.40	3218.91	3214.78	3216.98	1287	0	15
2025.05.01	21:30:00	3217.03	3226.59	3216.37	3225.47	1435	0	15
2025.05.01	21:45:00	3225.49	3226.79	3223.75	3223.91	1144	0	11
2025.05.01	22:00:00	3223.91	3226.91	3223.91	3225.85	1126	0	11
2025.05.01	22:15:00	3225.85	3226.98	3224.28	3225.82	1036	0	11
2025.05.01	22:30:00	3225.86	3229.79	3224.87	3228.82	1213	0	12
2025.05.01	22:45:00	3228.69	3229.66	3225.47	3228.24	1363	0	11
2025.05.01	23:00:00	3228.27	3235.78	3228.09	3235.78	955	0	11
2025.05.01	23:15:00	3235.78	3236.90	3230.35	3230.59	771	0	11
2025.05.01	23:30:00	3230.79	3239.68	3230.24	3239.20	929	0	10
2025.05.01	23:45:00	3239.21	3239.86	3235.26	3237.80	812	0	10
2025.05.02	01:00:00	3239.20	3243.50	3235.44	3236.41	848	0	11
2025.05.02	01:15:00	3236.43	3240.27	3235.72	3237.29	651	0	11
2025.05.02	01:30:00	3237.33	3237.50	3232.60	3235.78	1025	0	11
2025.05.02	01:45:00	3235.79	3238.97	3235.66	3237.93	816	0	11
2025.05.02	02:00:00	3237.97	3241.58	3236.71	3237.38	1067	0	11
2025.05.02	02:15:00	3237.38	3238.43	3235.98	3236.71	835	0	11
2025.05.02	02:30:00	3236.71	3238.78	3235.70	3238.77	609	0	11
2025.05.02	02:45:00	3238.70	3239.63	3234.77	3237.35	1013	0	11
2025.05.02	03:00:00	3237.42	3241.15	3237.19	3238.61	1282	0	11
2025.05.02	03:15:00	3238.53	3244.19	3238.51	3243.49	1292	0	11
2025.05.02	03:30:00	3243.57	3244.30	3238.95	3240.12	1272	0	11
2025.05.02	03:45:00	3240.29	3240.29	3227.58	3231.40	1778	0	11
2025.05.02	04:00:00	3231.57	3236.43	3231.57	3235.95	1387	0	11
2025.05.02	04:15:00	3235.96	3237.50	3231.99	3233.28	1165	0	11
2025.05.02	04:30:00	3233.29	3235.45	3231.45	3233.92	1377	0	11
2025.05.02	04:45:00	3233.90	3237.52	3233.16	3236.42	1337	0	11
2025.05.02	05:00:00	3236.55	3243.87	3235.92	3243.09	1612	0	11
2025.05.02	05:15:00	3243.08	3247.49	3241.65	3246.24	1575	0	11
2025.05.02	05:30:00	3246.24	3247.94	3243.41	3245.72	1308	0	11
2025.05.02	05:45:00	3245.73	3249.30	3245.34	3248.14	1404	0	11
2025.05.02	06:00:00	3248.17	3251.15	3245.87	3250.57	1459	0	11
2025.05.02	06:15:00	3250.52	3254.18	3249.05	3254.16	1367	0	11
2025.05.02	06:30:00	3254.18	3257.47	3253.45	3256.89	1262	0	11
2025.05.02	06:45:00	3256.95	3258.69	3254.70	3255.03	1335	0	11
2025.05.02	07:00:00	3255.02	3256.75	3253.28	3255.47	1371	0	11
2025.05.02	07:15:00	3255.45	3257.44	3254.21	3255.83	1217	0	11
2025.05.02	07:30:00	3255.80	3255.92	3252.84	3253.63	1199	0	11
2025.05.02	07:45:00	3253.64	3254.81	3250.57	3251.83	1190	0	11
2025.05.02	08:00:00	3251.74	3254.33	3249.53	3252.67	1197	0	11
2025.05.02	08:15:00	3252.71	3253.30	3250.63	3252.50	1098	0	11
2025.05.02	08:30:00	3252.53	3256.97	3252.01	3254.21	1216	0	11
2025.05.02	08:45:00	3254.24	3255.31	3250.70	3251.92	1276	0	11
2025.05.02	09:00:00	3251.92	3255.82	3250.05	3255.01	1341	0	11
2025.05.02	09:15:00	3254.80	3262.36	3251.77	3258.10	1492	0	11
2025.05.02	09:30:00	3258.17	3260.21	3251.48	3251.70	1364	0	11
2025.05.02	09:45:00	3251.71	3253.05	3246.49	3252.88	1480	0	11
2025.05.02	10:00:00	3252.88	3255.90	3251.73	3253.02	1423	0	11
2025.05.02	10:15:00	3253.01	3258.26	3251.59	3255.97	1339	0	15
2025.05.02	10:30:00	3255.95	3263.18	3255.58	3258.71	1362	0	15
2025.05.02	10:45:00	3258.80	3261.75	3257.80	3258.94	1388	0	15
2025.05.02	11:00:00	3258.95	3261.61	3256.20	3256.52	1554	0	15
2025.05.02	11:15:00	3256.53	3261.04	3255.29	3257.63	1517	0	15
2025.05.02	11:30:00	3257.58	3260.92	3257.00	3260.47	1125	0	15
2025.05.02	11:45:00	3260.46	3261.28	3257.97	3258.12	1168	0	15
2025.05.02	12:00:00	3258.10	3263.09	3255.18	3261.98	1496	0	15
2025.05.02	12:15:00	3262.02	3262.79	3260.18	3260.28	1353	0	15
2025.05.02	12:30:00	3260.33	3266.39	3260.33	3265.99	1430	0	15
2025.05.02	12:45:00	3265.89	3267.16	3263.73	3265.24	1586	0	15
2025.05.02	13:00:00	3265.25	3265.68	3259.69	3259.84	1233	0	15
2025.05.02	13:15:00	3259.77	3263.03	3258.35	3262.94	1496	0	15
2025.05.02	13:30:00	3262.95	3263.12	3257.34	3258.58	1321	0	15
2025.05.02	13:45:00	3258.21	3260.43	3257.36	3259.38	1279	0	15
2025.05.02	14:00:00	3259.42	3260.47	3258.02	3258.78	1280	0	15
2025.05.02	14:15:00	3258.80	3266.18	3258.78	3265.69	1580	0	15
2025.05.02	14:30:00	3265.66	3268.06	3264.64	3265.48	1593	0	15
2025.05.02	14:45:00	3265.47	3269.31	3262.54	3262.67	1596	0	15
2025.05.02	15:00:00	3262.69	3264.97	3260.60	3262.78	1695	0	15
2025.05.02	15:15:00	3262.73	3263.88	3257.86	3258.98	1703	0	10
2025.05.02	15:30:00	3259.46	3262.96	3250.32	3256.93	2402	0	10
2025.05.02	15:45:00	3256.19	3260.38	3250.33	3250.44	2228	0	15
2025.05.02	16:00:00	3250.36	3251.13	3239.66	3243.67	2322	0	15
2025.05.02	16:15:00	3243.27	3259.48	3243.14	3257.38	2152	0	15
2025.05.02	16:30:00	3257.27	3259.59	3248.35	3253.11	2346	0	15
2025.05.02	16:45:00	3252.88	3253.06	3243.89	3250.50	2147	0	15
2025.05.02	17:00:00	3250.56	3252.47	3242.26	3252.14	2208	0	15
2025.05.02	17:15:00	3252.25	3257.94	3250.45	3253.25	2071	0	15
2025.05.02	17:30:00	3253.24	3260.68	3253.11	3253.60	1920	0	15
2025.05.02	17:45:00	3253.52	3264.51	3250.94	3262.71	1720	0	15
2025.05.02	18:00:00	3262.73	3264.17	3259.62	3263.32	1546	0	15
2025.05.02	18:15:00	3263.28	3264.14	3248.29	3250.97	1690	0	15
2025.05.02	18:30:00	3251.04	3251.34	3234.52	3237.14	2107	0	15
2025.05.02	18:45:00	3237.08	3238.08	3230.26	3231.58	2004	0	15
2025.05.02	19:00:00	3231.62	3233.41	3224.80	3228.68	2107	0	15
2025.05.02	19:15:00	3228.87	3236.26	3226.20	3233.78	1902	0	15
2025.05.02	19:30:00	3233.87	3235.50	3228.48	3233.77	1932	0	15
2025.05.02	19:45:00	3233.72	3233.87	3222.85	3224.88	1852	0	15
2025.05.02	20:00:00	3224.95	3232.01	3223.63	3231.71	2096	0	15
2025.05.02	20:15:00	3231.70	3239.81	3231.10	3235.28	1830	0	15
2025.05.02	20:30:00	3235.22	3236.03	3227.17	3229.33	1766	0	15
2025.05.02	20:45:00	3229.34	3233.67	3226.64	3231.43	1540	0	15
2025.05.02	21:00:00	3231.54	3232.46	3226.24	3226.64	1332	0	15
2025.05.02	21:15:00	3226.67	3230.13	3226.00	3228.91	1387	0	15
2025.05.02	21:30:00	3229.03	3229.32	3224.29	3225.11	1471	0	15
2025.05.02	21:45:00	3225.18	3228.84	3224.40	3226.36	1346	0	11
2025.05.02	22:00:00	3226.45	3232.70	3226.45	3228.99	1470	0	11
2025.05.02	22:15:00	3228.99	3230.70	3227.51	3228.46	1303	0	11
2025.05.02	22:30:00	3228.47	3233.36	3227.57	3233.05	1571	0	11
2025.05.02	22:45:00	3233.12	3234.56	3231.39	3233.56	1570	0	11
2025.05.02	23:00:00	3232.97	3235.93	3232.80	3235.93	536	0	12
2025.05.02	23:15:00	3235.94	3241.24	3235.83	3237.81	583	0	12
2025.05.02	23:30:00	3237.66	3240.00	3237.66	3239.33	470	0	12
2025.05.02	23:45:00	3239.27	3240.80	3237.66	3240.72	283	0	12
2025.05.05	01:00:00	3239.24	3244.64	3237.57	3239.93	1097	0	11
2025.05.05	01:15:00	3239.81	3242.87	3239.60	3240.28	754	0	11
2025.05.05	01:30:00	3240.14	3244.30	3239.73	3242.56	887	0	11
2025.05.05	01:45:00	3242.50	3244.28	3238.90	3239.58	967	0	11
2025.05.05	02:00:00	3239.58	3242.67	3238.94	3242.57	943	0	11
2025.05.05	02:15:00	3242.58	3244.53	3241.57	3244.16	766	0	11
2025.05.05	02:30:00	3244.19	3249.94	3243.65	3249.61	1075	0	11
2025.05.05	02:45:00	3249.72	3252.24	3247.04	3247.96	1574	0	11
2025.05.05	03:00:00	3248.09	3248.59	3244.20	3246.06	1379	0	11
2025.05.05	03:15:00	3246.12	3246.60	3244.13	3245.69	1056	0	11
2025.05.05	03:30:00	3245.54	3246.82	3241.87	3242.38	1202	0	11
2025.05.05	03:45:00	3242.42	3248.12	3241.35	3246.76	1174	0	11
2025.05.05	04:00:00	3246.81	3259.20	3246.63	3259.15	1627	0	11
2025.05.05	04:15:00	3259.16	3266.38	3256.55	3265.18	1671	0	11
2025.05.05	04:30:00	3265.21	3271.00	3262.82	3263.87	1619	0	11
2025.05.05	04:45:00	3263.86	3266.66	3262.86	3264.79	1294	0	11
2025.05.05	05:00:00	3264.80	3271.18	3260.43	3261.42	1597	0	11
2025.05.05	05:15:00	3261.19	3266.29	3259.74	3266.09	1374	0	11
2025.05.05	05:30:00	3266.08	3270.08	3265.54	3268.05	1241	0	11
2025.05.05	05:45:00	3268.01	3272.32	3266.91	3269.88	1468	0	11
2025.05.05	06:00:00	3270.12	3271.20	3260.07	3260.15	1566	0	11
2025.05.05	06:15:00	3260.21	3261.88	3257.43	3259.52	1158	0	11
2025.05.05	06:30:00	3259.49	3259.59	3253.13	3255.35	1267	0	11
2025.05.05	06:45:00	3255.39	3256.52	3253.94	3254.63	1119	0	11
2025.05.05	07:00:00	3254.58	3258.19	3253.88	3257.10	1147	0	11
2025.05.05	07:15:00	3257.09	3259.48	3255.64	3256.37	992	0	11
2025.05.05	07:30:00	3256.39	3257.43	3253.67	3255.96	973	0	11
2025.05.05	07:45:00	3255.96	3258.85	3253.72	3256.54	1178	0	11
2025.05.05	08:00:00	3256.55	3260.96	3256.12	3258.96	1189	0	11
2025.05.05	08:15:00	3258.94	3259.82	3257.03	3257.98	1167	0	11
2025.05.05	08:30:00	3257.93	3262.04	3256.77	3258.07	1284	0	11
2025.05.05	08:45:00	3258.05	3261.06	3254.10	3259.69	1308	0	11
2025.05.05	09:00:00	3259.77	3261.98	3256.85	3259.72	1479	0	11
2025.05.05	09:15:00	3259.76	3260.45	3256.92	3259.25	1304	0	11
2025.05.05	09:30:00	3259.17	3264.41	3257.00	3262.70	1260	0	11
2025.05.05	09:45:00	3262.61	3265.62	3261.72	3261.74	1277	0	11
2025.05.05	10:00:00	3262.21	3263.72	3258.76	3261.91	1502	0	11
2025.05.05	10:15:00	3261.89	3264.53	3260.56	3261.12	1292	0	15
2025.05.05	10:30:00	3261.04	3266.00	3260.39	3264.29	1329	0	15
2025.05.05	10:45:00	3264.28	3267.71	3263.45	3264.77	1388	0	15
2025.05.05	11:00:00	3264.73	3267.49	3263.42	3263.60	1467	0	15
2025.05.05	11:15:00	3263.64	3273.54	3263.11	3272.01	1604	0	15
2025.05.05	11:30:00	3271.99	3278.46	3270.06	3277.27	1671	0	15
2025.05.05	11:45:00	3277.12	3282.91	3276.55	3282.33	1595	0	15
2025.05.05	12:00:00	3282.68	3289.70	3282.22	3289.68	1747	0	15
2025.05.05	12:15:00	3289.69	3302.10	3289.63	3302.10	1952	0	15
2025.05.05	12:30:00	3302.07	3305.15	3299.73	3302.74	1968	0	15
2025.05.05	12:45:00	3302.74	3309.03	3299.89	3308.56	1823	0	15
2025.05.05	13:00:00	3308.57	3315.58	3308.45	3310.57	2068	0	15
2025.05.05	13:15:00	3310.59	3318.50	3308.84	3314.27	1971	0	15
2025.05.05	13:30:00	3314.33	3316.55	3311.98	3314.01	1820	0	15
2025.05.05	13:45:00	3314.00	3315.89	3311.51	3313.20	1620	0	15
2025.05.05	14:00:00	3313.19	3317.80	3311.82	3316.47	1560	0	15
2025.05.05	14:15:00	3316.45	3318.91	3312.87	3313.95	1530	0	15
2025.05.05	14:30:00	3313.92	3315.14	3311.86	3312.14	1435	0	15
2025.05.05	14:45:00	3312.11	3314.83	3311.31	3312.95	1447	0	15
2025.05.05	15:00:00	3312.90	3318.33	3312.85	3316.09	1680	0	15
2025.05.05	15:15:00	3316.05	3320.69	3314.08	3318.82	1787	0	15
2025.05.05	15:30:00	3318.71	3321.01	3315.87	3319.80	1614	0	15
2025.05.05	15:45:00	3319.76	3322.50	3318.66	3319.58	1737	0	15
2025.05.05	16:00:00	3319.57	3320.54	3315.84	3318.19	1645	0	15
2025.05.05	16:15:00	3318.13	3321.09	3316.99	3319.13	1599	0	15
2025.05.05	16:30:00	3318.95	3319.05	3311.94	3315.67	2021	0	15
2025.05.05	16:45:00	3315.53	3319.74	3313.78	3315.11	1879	0	10
2025.05.05	17:00:00	3315.16	3328.78	3309.99	3316.11	2277	0	10
2025.05.05	17:15:00	3316.15	3320.72	3311.50	3318.72	2029	0	15
2025.05.05	17:30:00	3318.70	3318.77	3312.28	3316.32	1919	0	15
2025.05.05	17:45:00	3316.42	3318.19	3311.21	3312.71	1665	0	15
2025.05.05	18:00:00	3312.67	3314.99	3309.14	3311.89	1872	0	15
2025.05.05	18:15:00	3311.92	3314.63	3309.94	3310.95	1686	0	15
2025.05.05	18:30:00	3310.90	3317.82	3310.50	3315.76	1530	0	15
2025.05.05	18:45:00	3315.72	3317.69	3311.80	3312.05	1562	0	15
2025.05.05	19:00:00	3312.04	3312.43	3305.67	3307.62	1616	0	15
2025.05.05	19:15:00	3307.41	3309.70	3306.88	3307.54	1491	0	15
2025.05.05	19:30:00	3307.53	3312.85	3307.53	3312.15	1524	0	15
